,SP_surplus,target_lag_1,SE_surplus,DE_surplus,sin_hour,IT_green_energy_lag_1,SP_green_energy,DK_green_energy,SP_surplus_lag_1,DK_surplus,HU_surplus_lag_1,IT_green_energy_lag_24,IT_green_energy,PO_surplus,SP_green_energy_lag_1,DE_green_energy,HU_Load_monthly_mean,HU_surplus,target_lag_24,PO_green_energy_lag_24,DK_surplus_lag_2,PO_surplus_lag_3,NE_surplus,HU_surplus_lag_24,HU_green_energy_lag_24,target
2022-04-03 01:00:00,-37772.0,3.0,-4484.0,-119353.0,0.2588,9130.0,43452.0,2076.0,-38028.0,-1249.0,-15260.0,9870.0,9170.0,-12800.0,44056.0,57350.0,20700.0,-15130.0,3.0,4930.0,-1479.0,-12856.0,-37709.0,-15704.0,1509.0,3.0
2022-04-03 02:00:00,-37844.0,3.0,-4652.0,-118255.0,0.5,9170.0,42992.0,2360.0,-37772.0,-965.0,-15130.0,10136.0,8380.0,-12880.0,43452.0,59827.0,20620.0,-15410.0,3.0,5028.0,-1310.0,-12650.0,-37924.0,-15880.0,1464.0,3.0
2022-04-03 03:00:00,-40012.0,3.0,-4532.0,-116683.0,0.707,8380.0,42112.0,2460.0,-37844.0,-1009.0,-15410.0,9170.0,8080.0,-12904.0,42992.0,58890.0,20560.0,-15800.0,3.0,5200.0,-1249.0,-12690.0,-37608.0,-16200.0,1408.0,3.0
2022-04-03 04:00:00,-41292.0,3.0,-4960.0,-115603.0,0.866,8080.0,42564.0,2560.0,-40012.0,-1088.0,-15800.0,11464.0,8120.0,-13610.0,42112.0,59888.0,20510.0,-16450.0,3.0,5320.0,-965.0,-12800.0,-38308.0,-17040.0,1496.0,3.0
2022-04-03 05:00:00,-39892.0,3.0,-5308.0,-114944.0,0.966,8120.0,45576.0,2646.0,-41292.0,-1177.0,-16450.0,14170.0,10770.0,-13870.0,42564.0,67914.0,20500.0,-17390.0,3.0,6330.0,-1009.0,-12880.0,-37972.0,-17920.0,1916.0,3.0
2022-04-03 06:00:00,-27784.0,3.0,-5096.0,-116947.0,1.0,10770.0,65412.0,3182.0,-39892.0,-690.0,-17390.0,17260.0,13720.0,-14060.0,45576.0,79614.0,20480.0,-17870.0,3.0,7800.0,-1088.0,-12904.0,-37164.0,-18190.0,2570.0,3.0
2022-04-03 07:00:00,-7500.0,3.0,-4736.0,-113000.0,0.966,13720.0,91204.0,3604.0,-27784.0,-289.0,-17870.0,19420.0,14390.0,-13550.0,65412.0,93825.0,20500.0,-17460.0,0.0,8320.0,-1177.0,-13610.0,-34286.0,-18290.0,3114.0,0.0
2022-04-03 08:00:00,2392.0,0.0,-4004.0,-92991.0,0.866,14390.0,103176.0,4004.0,-7500.0,138.0,-17460.0,18540.0,14990.0,-13400.0,91204.0,123965.0,20500.0,-16330.0,0.0,8770.0,-690.0,-13870.0,-32192.0,-18450.0,3346.0,0.0
2022-04-03 09:00:00,5680.0,0.0,-3510.0,-84715.0,0.707,14990.0,107628.0,3936.0,2392.0,154.0,-16330.0,18060.0,15656.0,-13350.0,103176.0,140147.0,20500.0,-14920.0,0.0,8990.0,-289.0,-14060.0,-32684.0,-18370.0,3532.0,0.0
2022-04-03 10:00:00,3788.0,0.0,-3200.0,-65860.0,0.5,15656.0,108356.0,4090.0,5680.0,361.0,-14920.0,17740.0,15900.0,-13290.0,107628.0,154904.0,20460.0,-13920.0,0.0,9090.0,138.0,-13550.0,-33320.0,-18200.0,3456.0,0.0
2022-04-03 11:00:00,2860.0,0.0,-2980.0,-47942.0,0.2588,15900.0,107192.0,4496.0,3788.0,642.0,-13920.0,17040.0,14720.0,-13230.0,108356.0,167566.0,20430.0,-13590.0,0.0,8880.0,154.0,-13400.0,-32558.0,-17860.0,3144.0,0.0
2022-04-03 12:00:00,7696.0,0.0,-2722.0,-43683.0,0.0,14720.0,106136.0,3954.0,2860.0,-29.0,-13590.0,15530.0,13440.0,-13020.0,107192.0,168200.0,20400.0,-13770.0,0.0,8400.0,361.0,-13350.0,-31947.0,-18060.0,2808.0,0.0
2022-04-03 13:00:00,7592.0,0.0,-3038.0,-43211.0,-0.2588,13440.0,103564.0,4000.0,7696.0,-106.0,-13770.0,14860.0,10930.0,-13270.0,106136.0,164883.0,20380.0,-14344.0,0.0,7800.0,642.0,-13290.0,-32187.0,-18620.0,2426.0,0.0
2022-04-03 14:00:00,6872.0,0.0,-3400.0,-57192.0,-0.5,10930.0,101400.0,4372.0,7592.0,10.0,-14344.0,12260.0,8720.0,-14290.0,103564.0,151616.0,20350.0,-15590.0,0.0,7256.0,-29.0,-13230.0,-34247.0,-19310.0,2116.0,0.0
2022-04-03 15:00:00,580.0,0.0,-3744.0,-91515.0,-0.707,8720.0,97112.0,4110.0,6872.0,-353.0,-15590.0,12180.0,6656.0,-15930.0,101400.0,125242.0,20350.0,-17260.0,3.0,6372.0,-106.0,-13020.0,-39511.0,-19680.0,1750.0,3.0
2022-04-03 16:00:00,-17060.0,3.0,-4144.0,-104562.0,-0.866,6656.0,83912.0,4108.0,580.0,-251.0,-17260.0,12344.0,6068.0,-16910.0,97112.0,115952.0,20350.0,-19500.0,3.0,5856.0,10.0,-13270.0,-42481.0,-20200.0,1556.0,3.0
2022-04-03 17:00:00,-34244.0,3.0,-4068.0,-111582.0,-0.966,6068.0,76648.0,4188.0,-17060.0,-22.0,-19500.0,13010.0,7428.0,-16590.0,83912.0,111707.0,20380.0,-21340.0,3.0,5948.0,-353.0,-14290.0,-45268.0,-20930.0,1544.0,3.0
2022-04-03 18:00:00,-40204.0,3.0,-3840.0,-112766.0,-1.0,7428.0,79012.0,4240.0,-34244.0,168.0,-21340.0,10450.0,5790.0,-15730.0,76648.0,109615.0,20420.0,-21280.0,3.0,5110.0,-251.0,-15930.0,-46574.0,-20380.0,1552.0,3.0
2022-04-03 19:00:00,-35992.0,3.0,-3620.0,-108939.0,-0.966,5790.0,76848.0,4430.0,-40204.0,623.0,-21280.0,9256.0,4976.0,-14616.0,79012.0,110879.0,20420.0,-20220.0,3.0,4384.0,-22.0,-16910.0,-44451.0,-19310.0,1561.0,3.0
2022-04-03 20:00:00,-27700.0,3.0,-3384.0,-99164.0,-0.866,4976.0,75544.0,4340.0,-35992.0,669.0,-20220.0,9310.0,4444.0,-13030.0,76848.0,116236.0,20420.0,-19250.0,3.0,3892.0,168.0,-16590.0,-39577.0,-18320.0,1599.0,3.0
2022-04-03 21:00:00,-23584.0,3.0,-3310.0,-82814.0,-0.707,4444.0,71548.0,4464.0,-27700.0,981.0,-19250.0,8980.0,3488.0,-12024.0,75544.0,119996.0,20400.0,-18300.0,3.0,3580.0,623.0,-15730.0,-34544.0,-17360.0,1589.0,3.0
2022-04-03 22:00:00,-20072.0,3.0,-3548.0,-71290.0,-0.5,3488.0,68724.0,4516.0,-23584.0,1124.0,-18300.0,8344.0,3418.0,-11550.0,71548.0,123589.0,20370.0,-17330.0,3.0,3312.0,669.0,-14616.0,-30293.0,-16420.0,1514.0,3.0
2022-04-03 23:00:00,-19108.0,3.0,-3476.0,-57404.0,-0.2588,3418.0,66764.0,4990.0,-20072.0,1712.0,-17330.0,8090.0,3528.0,-11290.0,68724.0,134209.0,20320.0,-16690.0,3.0,2996.0,981.0,-13030.0,-26819.0,-15660.0,1537.0,3.0
2022-04-04 00:00:00,-17916.0,3.0,-3308.0,-48111.0,0.0,3528.0,66260.0,4970.0,-19108.0,1687.0,-16690.0,9130.0,3712.0,-11140.0,66764.0,143959.0,20270.0,-16270.0,3.0,2872.0,1124.0,-12024.0,-24308.0,-15260.0,1483.0,3.0
2022-04-04 01:00:00,-20740.0,3.0,-3160.0,-48112.0,0.2588,3712.0,63536.0,4930.0,-17916.0,1481.0,-16270.0,9170.0,3448.0,-11350.0,66260.0,147830.0,20220.0,-16280.0,3.0,2832.0,1712.0,-11550.0,-23516.0,-15130.0,1389.0,3.0
2022-04-04 02:00:00,-24868.0,3.0,-3404.0,-52299.0,0.5,3448.0,63056.0,5070.0,-20740.0,1391.0,-16280.0,8380.0,3112.0,-12370.0,63536.0,151815.0,20200.0,-17090.0,3.0,2754.0,1687.0,-11290.0,-23694.0,-15410.0,1380.0,3.0
2022-04-04 03:00:00,-43260.0,3.0,-4066.0,-67874.0,0.707,3112.0,57964.0,5190.0,-24868.0,967.0,-17090.0,8080.0,4404.0,-14730.0,63056.0,155171.0,20200.0,-19170.0,3.0,2636.0,1481.0,-11140.0,-27189.0,-15800.0,1407.0,3.0
2022-04-04 04:00:00,-58236.0,3.0,-5570.0,-76819.0,0.866,4404.0,59556.0,5890.0,-43260.0,1130.0,-19170.0,8120.0,6080.0,-16080.0,57964.0,176776.0,20220.0,-21890.0,3.0,2622.0,1391.0,-11350.0,-32435.0,-16450.0,1549.0,3.0
2022-04-04 05:00:00,-59708.0,3.0,-5944.0,-77937.0,0.966,6080.0,68324.0,6132.0,-58236.0,1029.0,-21890.0,10770.0,9630.0,-16104.0,59556.0,194091.0,20270.0,-21630.0,3.0,3352.0,967.0,-12370.0,-38156.0,-17390.0,1904.0,3.0
2022-04-04 06:00:00,-57464.0,3.0,-5944.0,-68236.0,1.0,9630.0,74448.0,6424.0,-59708.0,1181.0,-21630.0,13720.0,12380.0,-14950.0,68324.0,213115.0,20300.0,-19660.0,3.0,4100.0,1130.0,-14730.0,-41061.0,-17870.0,2488.0,3.0
2022-04-04 07:00:00,-51172.0,3.0,-6196.0,-41720.0,0.966,12380.0,83696.0,5824.0,-57464.0,458.0,-19660.0,14390.0,11336.0,-13200.0,74448.0,242439.0,20320.0,-17400.0,0.0,5224.0,1029.0,-16080.0,-41515.0,-17460.0,3404.0,3.0
2022-04-04 08:00:00,-46400.0,3.0,-6290.0,-25736.0,0.866,11336.0,88028.0,6076.0,-51172.0,665.0,-17400.0,14990.0,11224.0,-12610.0,83696.0,263129.0,20340.0,-16220.0,0.0,5876.0,1181.0,-16104.0,-41925.0,-16330.0,4384.0,3.0
2022-04-04 09:00:00,-44144.0,3.0,-6524.0,-18262.0,0.707,11224.0,90056.0,6250.0,-46400.0,896.0,-16220.0,15656.0,11576.0,-12150.0,88028.0,274951.0,20350.0,-15180.0,0.0,5710.0,458.0,-14950.0,-42437.0,-14920.0,5110.0,3.0
2022-04-04 10:00:00,-46180.0,3.0,-6576.0,-12937.0,0.5,11576.0,86748.0,6180.0,-44144.0,857.0,-15180.0,15900.0,11144.0,-12056.0,90056.0,280453.0,20350.0,-15260.0,0.0,5950.0,665.0,-13200.0,-42177.0,-13920.0,5264.0,3.0
2022-04-04 11:00:00,-48660.0,3.0,-6340.0,-12053.0,0.2588,11144.0,82876.0,6630.0,-46180.0,1470.0,-15260.0,14720.0,11624.0,-12110.0,86748.0,279024.0,20370.0,-15010.0,0.0,5600.0,896.0,-12610.0,-42162.0,-13590.0,5030.0,3.0
2022-04-04 12:00:00,-48508.0,3.0,-6010.0,-17027.0,0.0,11624.0,79672.0,6170.0,-48660.0,1086.0,-15010.0,13440.0,11050.0,-12640.0,82876.0,270394.0,20370.0,-15630.0,0.0,5390.0,857.0,-12150.0,-42297.0,-13770.0,4750.0,3.0
2022-04-04 13:00:00,-46968.0,3.0,-5610.0,-14992.0,-0.2588,11050.0,78732.0,6492.0,-48508.0,1471.0,-15630.0,10930.0,9750.0,-13280.0,79672.0,266883.0,20380.0,-16780.0,0.0,5028.0,1470.0,-12056.0,-42792.0,-14344.0,4270.0,3.0
2022-04-04 14:00:00,-48164.0,3.0,-4868.0,-21753.0,-0.5,9750.0,76416.0,6440.0,-46968.0,1240.0,-16780.0,8720.0,7892.0,-14104.0,78732.0,256307.0,20420.0,-18700.0,0.0,4176.0,1086.0,-12110.0,-43901.0,-15590.0,3512.0,3.0
2022-04-04 15:00:00,-46720.0,3.0,-4440.0,-43940.0,-0.707,7892.0,76808.0,6344.0,-48164.0,1333.0,-18700.0,6656.0,6304.0,-14860.0,76416.0,233733.0,20430.0,-20590.0,3.0,3122.0,1471.0,-12640.0,-46208.0,-17260.0,2468.0,3.0
2022-04-04 16:00:00,-52400.0,3.0,-3680.0,-60712.0,-0.866,6304.0,74224.0,6040.0,-46720.0,1189.0,-20590.0,6068.0,6228.0,-15890.0,76808.0,218822.0,20480.0,-22430.0,3.0,3040.0,1240.0,-13280.0,-45149.0,-19500.0,1433.0,3.0
2022-04-04 17:00:00,-58744.0,3.0,-2598.0,-64306.0,-0.966,6228.0,74928.0,5616.0,-52400.0,905.0,-22430.0,7428.0,7344.0,-15890.0,74224.0,215752.0,20530.0,-23660.0,3.0,3696.0,1333.0,-14104.0,-45556.0,-21340.0,985.0,3.0
2022-04-04 18:00:00,-59924.0,3.0,-1870.0,-58637.0,-1.0,7344.0,77472.0,5760.0,-58744.0,1279.0,-23660.0,5790.0,5680.0,-14664.0,74928.0,209442.0,20560.0,-22930.0,3.0,3680.0,1189.0,-14860.0,-44862.0,-21280.0,867.0,3.0
2022-04-04 19:00:00,-52708.0,3.0,-1804.0,-55113.0,-0.966,5680.0,73040.0,5564.0,-59924.0,1335.0,-22930.0,4976.0,4628.0,-13350.0,77472.0,200041.0,20590.0,-21180.0,3.0,3912.0,905.0,-15890.0,-42133.0,-20220.0,877.0,3.0
2022-04-04 20:00:00,-46448.0,3.0,-1535.0,-50443.0,-0.866,4628.0,65980.0,5344.0,-52708.0,1294.0,-21180.0,4444.0,4700.0,-11896.0,73040.0,191517.0,20590.0,-20220.0,3.0,4428.0,1279.0,-15890.0,-39224.0,-19250.0,835.0,3.0
2022-04-04 21:00:00,-44988.0,3.0,-3728.0,-38932.0,-0.707,4700.0,59512.0,5372.0,-46448.0,1590.0,-20220.0,3488.0,4180.0,-10856.0,65980.0,190579.0,20600.0,-19620.0,3.0,4572.0,1335.0,-14664.0,-36824.0,-18300.0,794.0,3.0
2022-04-04 22:00:00,-40084.0,3.0,-4044.0,-27239.0,-0.5,4180.0,57912.0,5332.0,-44988.0,1670.0,-19620.0,3418.0,4012.0,-10440.0,59512.0,192235.0,20590.0,-18850.0,3.0,4732.0,1294.0,-13350.0,-34226.0,-17330.0,745.0,3.0
2022-04-04 23:00:00,-34132.0,3.0,-4140.0,-24530.0,-0.2588,4012.0,59844.0,5070.0,-40084.0,1394.0,-18850.0,3528.0,4190.0,-10216.0,57912.0,188001.0,20580.0,-18180.0,3.0,4828.0,1590.0,-11896.0,-32952.0,-16690.0,662.0,3.0
2022-04-05 00:00:00,-32660.0,3.0,-4224.0,-25394.0,0.0,4190.0,59904.0,5140.0,-34132.0,1571.0,-18180.0,3712.0,4376.0,-10280.0,59844.0,183155.0,20560.0,-17580.0,3.0,5010.0,1670.0,-10856.0,-32574.0,-16270.0,640.0,3.0
2022-04-05 01:00:00,-35428.0,3.0,-4270.0,-36364.0,0.2588,4376.0,57212.0,4944.0,-32660.0,1369.0,-17580.0,3448.0,4376.0,-10740.0,59904.0,172565.0,20540.0,-17570.0,3.0,5240.0,1394.0,-10440.0,-32603.0,-16280.0,634.0,3.0
2022-04-05 02:00:00,-39012.0,3.0,-4190.0,-54377.0,0.5,4376.0,56436.0,4680.0,-35428.0,894.0,-17570.0,3112.0,4500.0,-11620.0,57212.0,161631.0,20530.0,-18350.0,3.0,5364.0,1571.0,-10216.0,-33361.0,-17090.0,673.0,3.0
2022-04-05 03:00:00,-56408.0,3.0,-4544.0,-79357.0,0.707,4500.0,50108.0,4540.0,-39012.0,199.0,-18350.0,4404.0,4788.0,-13700.0,56436.0,151170.0,20530.0,-20130.0,3.0,5652.0,1369.0,-10280.0,-36062.0,-19170.0,747.0,3.0
2022-04-05 04:00:00,-69048.0,3.0,-5636.0,-109460.0,0.866,4788.0,52876.0,4404.0,-56408.0,-455.0,-20130.0,6080.0,7256.0,-15610.0,50108.0,148414.0,20560.0,-22400.0,3.0,6452.0,894.0,-10740.0,-41073.0,-21890.0,911.0,3.0
2022-04-05 05:00:00,-74772.0,3.0,-6156.0,-125727.0,0.966,7256.0,56748.0,4430.0,-69048.0,-525.0,-22400.0,9630.0,12040.0,-16136.0,52876.0,149138.0,20590.0,-21860.0,3.0,7270.0,199.0,-11620.0,-47013.0,-21630.0,1730.0,3.0
2022-04-05 06:00:00,-78156.0,3.0,-6216.0,-131528.0,1.0,12040.0,58328.0,4810.0,-74772.0,-104.0,-21860.0,12380.0,13350.0,-15960.0,56748.0,150460.0,20600.0,-19580.0,3.0,8670.0,-455.0,-13700.0,-49424.0,-19660.0,3088.0,3.0
2022-04-05 07:00:00,-78336.0,3.0,-5590.0,-137120.0,0.966,13350.0,60840.0,5020.0,-78156.0,100.0,-19580.0,11336.0,13770.0,-15576.0,58328.0,150429.0,20620.0,-17780.0,3.0,10136.0,-525.0,-15610.0,-48676.0,-17400.0,4532.0,3.0
2022-04-05 08:00:00,-77344.0,3.0,-5036.0,-142063.0,0.866,13770.0,60884.0,4930.0,-78336.0,82.0,-17780.0,11224.0,14640.0,-15570.0,60840.0,148668.0,20640.0,-16740.0,3.0,10760.0,-104.0,-16136.0,-47016.0,-16220.0,5200.0,3.0
2022-04-05 09:00:00,-76376.0,3.0,-4224.0,-138627.0,0.707,14640.0,62028.0,5090.0,-77344.0,368.0,-16740.0,11576.0,15250.0,-15120.0,60884.0,151568.0,20660.0,-16740.0,3.0,11280.0,100.0,-15960.0,-44773.0,-15180.0,6020.0,3.0
2022-04-05 10:00:00,-74184.0,3.0,-3720.0,-138889.0,0.5,15250.0,63452.0,5096.0,-76376.0,364.0,-16740.0,11144.0,15440.0,-14790.0,62028.0,149258.0,20670.0,-16540.0,3.0,11300.0,82.0,-15576.0,-41758.0,-15260.0,5956.0,3.0
2022-04-05 11:00:00,-72624.0,3.0,-3488.0,-135680.0,0.2588,15440.0,61784.0,5196.0,-74184.0,607.0,-16540.0,11624.0,14940.0,-14720.0,63452.0,147159.0,20670.0,-16110.0,3.0,10904.0,368.0,-15570.0,-40536.0,-15010.0,5948.0,3.0
2022-04-05 12:00:00,-74348.0,3.0,-3724.0,-133416.0,0.0,14940.0,56232.0,5344.0,-72624.0,836.0,-16110.0,11050.0,13864.0,-15304.0,61784.0,143563.0,20690.0,-16140.0,3.0,10660.0,364.0,-15120.0,-40751.0,-15630.0,5530.0,3.0
2022-04-05 13:00:00,-76496.0,3.0,-3808.0,-136105.0,-0.2588,13864.0,50844.0,5164.0,-74348.0,622.0,-16140.0,9750.0,12010.0,-16184.0,56232.0,136097.0,20690.0,-16590.0,3.0,9900.0,607.0,-14790.0,-41996.0,-16780.0,4860.0,3.0
2022-04-05 14:00:00,-78176.0,3.0,-4180.0,-136748.0,-0.5,12010.0,47260.0,4784.0,-76496.0,-1.0,-16590.0,7892.0,9000.0,-17460.0,50844.0,131097.0,20700.0,-18640.0,3.0,9190.0,836.0,-14720.0,-44374.0,-18700.0,3680.0,3.0
2022-04-05 15:00:00,-77612.0,3.0,-4520.0,-144089.0,-0.707,9000.0,46276.0,4172.0,-78176.0,-532.0,-18640.0,6304.0,5770.0,-18670.0,47260.0,124278.0,20720.0,-20640.0,3.0,8424.0,622.0,-15304.0,-47767.0,-20590.0,2256.0,3.0
2022-04-05 16:00:00,-79416.0,3.0,-5096.0,-148034.0,-0.866,5770.0,47048.0,3394.0,-77612.0,-1181.0,-20640.0,6228.0,5240.0,-20160.0,46276.0,122032.0,20750.0,-22560.0,3.0,8240.0,-1.0,-16184.0,-47274.0,-22430.0,1264.0,3.0
2022-04-05 17:00:00,-82504.0,3.0,-5310.0,-145875.0,-0.966,5240.0,50864.0,2774.0,-79416.0,-1714.0,-22560.0,7344.0,6056.0,-20720.0,47048.0,124482.0,20780.0,-23970.0,3.0,8400.0,-532.0,-17460.0,-45875.0,-23660.0,1096.0,3.0
2022-04-05 18:00:00,-84736.0,3.0,-4756.0,-136416.0,-1.0,6056.0,52744.0,2310.0,-82504.0,-1996.0,-23970.0,5680.0,4732.0,-19380.0,50864.0,125158.0,20820.0,-23490.0,3.0,7980.0,-1181.0,-18670.0,-45521.0,-22930.0,1332.0,3.0
2022-04-05 19:00:00,-77296.0,3.0,-4576.0,-120151.0,-0.966,4732.0,49068.0,1937.0,-84736.0,-2102.0,-23490.0,4628.0,4040.0,-17650.0,52744.0,128225.0,20830.0,-21900.0,3.0,7656.0,-1714.0,-20160.0,-42203.0,-21180.0,1493.0,3.0
2022-04-05 20:00:00,-70796.0,3.0,-4210.0,-103164.0,-0.866,4040.0,43796.0,1658.0,-77296.0,-2132.0,-21900.0,4700.0,3658.0,-16056.0,49068.0,131494.0,20830.0,-20940.0,3.0,7650.0,-1996.0,-20720.0,-38944.0,-20220.0,1457.0,3.0
2022-04-05 21:00:00,-68236.0,3.0,-4172.0,-90013.0,-0.707,3658.0,37824.0,1367.0,-70796.0,-2274.0,-20940.0,4180.0,3298.0,-14930.0,43796.0,129657.0,20830.0,-20200.0,3.0,7640.0,-2102.0,-19380.0,-35197.0,-19620.0,1329.0,3.0
2022-04-05 22:00:00,-65404.0,3.0,-4062.0,-74352.0,-0.5,3298.0,33380.0,1206.0,-68236.0,-2348.0,-20200.0,4012.0,3088.0,-14424.0,37824.0,130129.0,20830.0,-19280.0,3.0,7576.0,-2132.0,-17650.0,-30427.0,-18850.0,1194.0,3.0
2022-04-05 23:00:00,-67408.0,3.0,-3780.0,-64083.0,-0.2588,3088.0,27928.0,1073.0,-65404.0,-2438.0,-19280.0,4190.0,3260.0,-14370.0,33380.0,132609.0,20820.0,-18300.0,3.0,7510.0,-2274.0,-16056.0,-28300.0,-18180.0,1066.0,3.0
2022-04-06 00:00:00,-67196.0,3.0,-3852.0,-53496.0,0.0,3260.0,25628.0,1147.0,-67408.0,-2400.0,-18300.0,4376.0,3116.0,-14680.0,27928.0,141178.0,20800.0,-17700.0,3.0,7490.0,-2348.0,-14930.0,-27228.0,-17580.0,1018.0,3.0
2022-04-06 01:00:00,-67920.0,3.0,-3900.0,-49468.0,0.2588,3116.0,25048.0,1422.0,-67196.0,-2168.0,-17700.0,4376.0,3056.0,-15250.0,25628.0,146488.0,20770.0,-17570.0,3.0,7416.0,-2438.0,-14424.0,-26216.0,-17570.0,904.0,3.0
2022-04-06 02:00:00,-67868.0,3.0,-4484.0,-49494.0,0.5,3056.0,27564.0,1613.0,-67920.0,-2200.0,-17570.0,4500.0,3128.0,-16270.0,25048.0,156015.0,20750.0,-18160.0,3.0,7376.0,-2400.0,-14370.0,-26287.0,-18350.0,784.0,3.0
2022-04-06 03:00:00,-75128.0,3.0,-5560.0,-63655.0,0.707,3128.0,29756.0,2328.0,-67868.0,-2076.0,-18160.0,4788.0,3900.0,-18260.0,27564.0,158686.0,20750.0,-19760.0,3.0,7464.0,-2168.0,-14680.0,-28131.0,-20130.0,755.0,3.0
2022-04-06 04:00:00,-82692.0,3.0,-6644.0,-78366.0,0.866,3900.0,37496.0,2928.0,-75128.0,-2032.0,-19760.0,7256.0,6600.0,-19740.0,29756.0,171006.0,20770.0,-21870.0,3.0,7544.0,-2200.0,-15250.0,-33030.0,-22400.0,1022.0,3.0
2022-04-06 05:00:00,-83800.0,3.0,-7030.0,-84457.0,0.966,6600.0,45276.0,3700.0,-82692.0,-1449.0,-21870.0,12040.0,10220.0,-19870.0,37496.0,183119.0,20800.0,-21170.0,3.0,7996.0,-2076.0,-16270.0,-38517.0,-21860.0,2034.0,3.0
2022-04-06 06:00:00,-81724.0,3.0,-7044.0,-85030.0,1.0,10220.0,52380.0,4504.0,-83800.0,-578.0,-21170.0,13350.0,11610.0,-19650.0,45276.0,193381.0,20800.0,-18850.0,3.0,8440.0,-2032.0,-18260.0,-41510.0,-19580.0,3464.0,3.0
2022-04-06 07:00:00,-74972.0,3.0,-7210.0,-75564.0,0.966,11610.0,60000.0,5296.0,-81724.0,281.0,-18850.0,13770.0,12600.0,-18940.0,52380.0,207517.0,20800.0,-15976.0,3.0,8470.0,-1449.0,-19740.0,-41936.0,-17780.0,4644.0,3.0
2022-04-06 08:00:00,-68544.0,3.0,-7184.0,-66188.0,0.866,12600.0,65564.0,5800.0,-74972.0,631.0,-15976.0,14640.0,13050.0,-18660.0,60000.0,222757.0,20800.0,-14050.0,3.0,8640.0,-578.0,-19870.0,-40742.0,-16740.0,5292.0,3.0
2022-04-06 09:00:00,-63288.0,3.0,-6804.0,-46170.0,0.707,13050.0,69264.0,6012.0,-68544.0,895.0,-14050.0,15250.0,13110.0,-17860.0,65564.0,246552.0,20800.0,-13240.0,3.0,8984.0,281.0,-19650.0,-40067.0,-16740.0,5390.0,3.0
2022-04-06 10:00:00,-55304.0,3.0,-6400.0,-29423.0,0.5,13110.0,75380.0,6092.0,-63288.0,1063.0,-13240.0,15440.0,13944.0,-17440.0,69264.0,264313.0,20780.0,-13064.0,3.0,9450.0,631.0,-18940.0,-39126.0,-16540.0,5360.0,3.0
2022-04-06 11:00:00,-48176.0,3.0,-6090.0,-21075.0,0.2588,13944.0,79360.0,5670.0,-55304.0,772.0,-13064.0,14940.0,13560.0,-17170.0,75380.0,266893.0,20780.0,-12504.0,3.0,8984.0,895.0,-18660.0,-38617.0,-16110.0,5376.0,3.0
2022-04-06 12:00:00,-37212.0,3.0,-6430.0,-17223.0,0.0,13560.0,86372.0,5520.0,-48176.0,705.0,-12504.0,13864.0,11870.0,-16900.0,79360.0,264464.0,20770.0,-12984.0,3.0,8536.0,1063.0,-17860.0,-38866.0,-16140.0,5316.0,3.0
2022-04-06 13:00:00,-22256.0,3.0,-6584.0,-19839.0,-0.2588,11870.0,98256.0,5510.0,-37212.0,614.0,-12984.0,12010.0,9900.0,-16460.0,86372.0,256842.0,20770.0,-14210.0,3.0,7300.0,772.0,-17440.0,-39631.0,-16590.0,5030.0,3.0
2022-04-06 14:00:00,-14580.0,3.0,-6932.0,-33824.0,-0.5,9900.0,103884.0,5548.0,-22256.0,494.0,-14210.0,9000.0,7444.0,-17040.0,98256.0,237352.0,20750.0,-16210.0,3.0,5960.0,705.0,-17170.0,-40921.0,-18640.0,3452.0,3.0
2022-04-06 15:00:00,-16528.0,3.0,-6700.0,-62769.0,-0.707,7444.0,100396.0,5376.0,-14580.0,358.0,-16210.0,5770.0,6280.0,-17330.0,103884.0,207666.0,20770.0,-18690.0,3.0,4640.0,614.0,-16900.0,-42892.0,-20640.0,1955.0,3.0
2022-04-06 16:00:00,-39816.0,3.0,-6576.0,-81627.0,-0.866,6280.0,78788.0,4790.0,-16528.0,75.0,-18690.0,5240.0,7350.0,-18000.0,100396.0,188880.0,20770.0,-21150.0,3.0,3838.0,494.0,-16460.0,-41763.0,-22560.0,924.0,3.0
2022-04-06 17:00:00,-66552.0,3.0,-6476.0,-87372.0,-0.966,7350.0,59812.0,4290.0,-39816.0,-205.0,-21150.0,6056.0,7936.0,-18180.0,78788.0,185416.0,20800.0,-22850.0,3.0,3506.0,358.0,-17040.0,-41486.0,-23970.0,671.0,3.0
2022-04-06 18:00:00,-75176.0,3.0,-5920.0,-82239.0,-1.0,7936.0,57120.0,4018.0,-66552.0,-212.0,-22850.0,4732.0,5560.0,-16670.0,59812.0,181938.0,20820.0,-22560.0,3.0,3384.0,75.0,-17330.0,-40418.0,-23490.0,674.0,3.0
2022-04-06 19:00:00,-66476.0,3.0,-5244.0,-70697.0,-0.966,5560.0,56144.0,3536.0,-75176.0,-504.0,-22560.0,4040.0,5310.0,-15210.0,57120.0,182300.0,20830.0,-21140.0,3.0,3488.0,-205.0,-18000.0,-37795.0,-21900.0,703.0,3.0
2022-04-06 20:00:00,-60140.0,3.0,-4640.0,-50301.0,-0.866,5310.0,51180.0,3228.0,-66476.0,-598.0,-21140.0,3658.0,6064.0,-13970.0,56144.0,186944.0,20830.0,-20220.0,3.0,3636.0,-212.0,-18180.0,-34119.0,-20940.0,718.0,3.0
