,SP_surplus,target_lag_1,SE_surplus,DE_surplus,sin_hour,IT_green_energy_lag_1,SP_green_energy,DK_green_energy,SP_surplus_lag_1,DK_surplus,HU_surplus_lag_1,IT_green_energy_lag_24,IT_green_energy,PO_surplus,SP_green_energy_lag_1,DE_green_energy,HU_Load_monthly_mean,HU_surplus,target_lag_24,PO_green_energy_lag_24,DK_surplus_lag_2,PO_surplus_lag_3,NE_surplus,HU_surplus_lag_24,HU_green_energy_lag_24
333,-85680.0,3.0,-3128.0,-182152.0,-0.707,7308.0,31932.0,2052.0,-93064.0,-1851.0,-22220.0,7644.0,7096.0,-14670.0,34804.0,51662.0,22140.0,-21440.0,3.0,6640.0,-1496.0,-17700.0,-51086.0,-22900.0,876.0
334,-83048.0,3.0,-3168.0,-170404.0,-0.5,7096.0,28144.0,1851.0,-85680.0,-1907.0,-21440.0,7228.0,7700.0,-13820.0,31932.0,51925.0,22140.0,-20320.0,3.0,6644.0,-1822.0,-16430.0,-48612.0,-21800.0,933.0
335,-76612.0,3.0,-3294.0,-160898.0,-0.2588,7700.0,26592.0,1753.0,-83048.0,-1887.0,-20320.0,7280.0,7120.0,-13350.0,28144.0,51814.0,22140.0,-19180.0,3.0,6650.0,-1851.0,-15590.0,-46280.0,-20580.0,902.0
336,-70144.0,3.0,-3522.0,-153185.0,0.0,7120.0,27012.0,1702.0,-76612.0,-1875.0,-19180.0,7452.0,7120.0,-13016.0,26592.0,54333.0,22130.0,-18350.0,3.0,6612.0,-1907.0,-14670.0,-44512.0,-19760.0,907.0
337,-67136.0,3.0,-3936.0,-145804.0,0.2588,7120.0,27108.0,1786.0,-70144.0,-1755.0,-18350.0,7504.0,7120.0,-13064.0,27012.0,57479.0,22130.0,-17620.0,3.0,6600.0,-1887.0,-13820.0,-43805.0,-18990.0,1023.0
338,-65468.0,3.0,-4076.0,-144097.0,0.5,7120.0,27316.0,1697.0,-67136.0,-1824.0,-17620.0,6844.0,7196.0,-13210.0,27108.0,55956.0,22110.0,-17310.0,3.0,6600.0,-1875.0,-13350.0,-42904.0,-18770.0,1099.0
339,-66296.0,3.0,-4370.0,-148603.0,0.707,7196.0,26140.0,1572.0,-65468.0,-2027.0,-17310.0,6716.0,7136.0,-13656.0,27316.0,52518.0,22100.0,-17620.0,3.0,6630.0,-1755.0,-13016.0,-42728.0,-19440.0,1109.0
340,-68572.0,3.0,-4904.0,-151622.0,0.866,7136.0,26020.0,1574.0,-66296.0,-2232.0,-17620.0,7050.0,7270.0,-15020.0,26140.0,47279.0,22100.0,-18190.0,3.0,6740.0,-1824.0,-13064.0,-43030.0,-21310.0,1066.0
341,-71068.0,3.0,-5196.0,-160051.0,0.966,7270.0,29780.0,1605.0,-68572.0,-2516.0,-18190.0,9350.0,7830.0,-16240.0,26020.0,43449.0,22100.0,-19650.0,3.0,6650.0,-2027.0,-13210.0,-44450.0,-24340.0,1153.0
342,-75692.0,3.0,-5576.0,-173311.0,1.0,7830.0,31724.0,1560.0,-71068.0,-2780.0,-19650.0,12664.0,10460.0,-17200.0,29780.0,42413.0,22100.0,-20600.0,3.0,6784.0,-2232.0,-13656.0,-47494.0,-24780.0,1541.0
343,-74696.0,3.0,-5890.0,-186064.0,0.966,10460.0,42168.0,1689.0,-75692.0,-2848.0,-20600.0,14810.0,12950.0,-17620.0,31724.0,42957.0,22100.0,-20130.0,3.0,7084.0,-2516.0,-15020.0,-51000.0,-23790.0,2364.0
344,-70724.0,3.0,-6050.0,-189520.0,0.866,12950.0,52732.0,1791.0,-74696.0,-2772.0,-20130.0,16184.0,13890.0,-17650.0,42168.0,49821.0,22100.0,-18530.0,3.0,7196.0,-2780.0,-16240.0,-53950.0,-21890.0,3482.0
345,-67892.0,3.0,-6336.0,-185540.0,0.707,13890.0,55628.0,1900.0,-70724.0,-2680.0,-18530.0,15620.0,15460.0,-17660.0,52732.0,59700.0,22100.0,-17310.0,3.0,7544.0,-2848.0,-17200.0,-54461.0,-20290.0,4470.0
346,-65296.0,3.0,-6348.0,-182780.0,0.5,15460.0,56268.0,1985.0,-67892.0,-2538.0,-17310.0,14680.0,15800.0,-17650.0,55628.0,65315.0,22100.0,-16770.0,3.0,7590.0,-2772.0,-17620.0,-54437.0,-19600.0,4960.0
347,-67736.0,3.0,-6090.0,-182634.0,0.2588,15800.0,53776.0,1956.0,-65296.0,-2458.0,-16770.0,14110.0,15384.0,-17950.0,56268.0,62699.0,22100.0,-16590.0,3.0,7624.0,-2680.0,-17650.0,-54205.0,-19740.0,4756.0
348,-67884.0,3.0,-6040.0,-180085.0,0.0,15384.0,52112.0,1890.0,-67736.0,-2452.0,-16590.0,12410.0,13400.0,-18420.0,53776.0,58434.0,22100.0,-17090.0,3.0,7176.0,-2538.0,-17660.0,-53496.0,-20380.0,3956.0
349,-64296.0,3.0,-6024.0,-183898.0,-0.2588,13400.0,51304.0,1920.0,-67884.0,-2472.0,-17090.0,9870.0,9416.0,-19170.0,52112.0,50001.0,22100.0,-19150.0,3.0,6790.0,-2458.0,-17650.0,-53527.0,-22370.0,2536.0
350,-66820.0,3.0,-6360.0,-189320.0,-0.5,9416.0,46320.0,2088.0,-64296.0,-2536.0,-19150.0,9304.0,7184.0,-19620.0,51304.0,44508.0,22100.0,-21540.0,3.0,6816.0,-2452.0,-17950.0,-53969.0,-24100.0,1532.0
351,-76100.0,3.0,-6240.0,-194518.0,-0.707,7184.0,37480.0,2370.0,-66820.0,-2684.0,-21540.0,11160.0,8480.0,-19800.0,46320.0,46372.0,22100.0,-23250.0,3.0,6970.0,-2472.0,-18420.0,-55779.0,-25310.0,1294.0
352,-79736.0,3.0,-5780.0,-196998.0,-0.866,8480.0,42708.0,2564.0,-76100.0,-2348.0,-23250.0,11860.0,9370.0,-19900.0,37480.0,55227.0,22110.0,-23490.0,3.0,6756.0,-2536.0,-19170.0,-58800.0,-25100.0,1392.0
353,-83208.0,3.0,-4870.0,-196562.0,-0.966,9370.0,44740.0,2624.0,-79736.0,-1951.0,-23490.0,11544.0,9010.0,-19970.0,42708.0,54495.0,22110.0,-23360.0,3.0,6516.0,-2684.0,-19620.0,-57085.0,-24560.0,1639.0
354,-88288.0,3.0,-3964.0,-188889.0,-1.0,9010.0,42188.0,2728.0,-83208.0,-1571.0,-23360.0,10216.0,7452.0,-19490.0,44740.0,52283.0,22110.0,-23170.0,3.0,6404.0,-2348.0,-19800.0,-54509.0,-23840.0,1736.0
355,-93472.0,3.0,-3494.0,-177351.0,-0.966,7452.0,36384.0,2828.0,-88288.0,-1253.0,-23170.0,8068.0,6696.0,-18830.0,42188.0,50379.0,22130.0,-22450.0,3.0,6156.0,-1951.0,-19900.0,-51445.0,-23060.0,1687.0
356,-87312.0,3.0,-3056.0,-168240.0,-0.866,6696.0,33848.0,3016.0,-93472.0,-888.0,-22450.0,7308.0,5720.0,-18110.0,36384.0,53132.0,22130.0,-21650.0,3.0,5590.0,-1571.0,-19970.0,-49337.0,-22220.0,1637.0
357,-81952.0,3.0,-3048.0,-159781.0,-0.707,5720.0,29716.0,3196.0,-87312.0,-498.0,-21650.0,7096.0,5104.0,-17070.0,33848.0,55254.0,22130.0,-20770.0,3.0,5244.0,-1253.0,-19490.0,-47334.0,-21440.0,1670.0
358,-74208.0,3.0,-3188.0,-145782.0,-0.5,5104.0,29408.0,3380.0,-81952.0,-142.0,-20770.0,7700.0,5268.0,-16020.0,29716.0,57839.0,22110.0,-19710.0,3.0,5090.0,-888.0,-18830.0,-44578.0,-20320.0,1642.0
359,-70468.0,3.0,-3116.0,-133813.0,-0.2588,5268.0,25656.0,3604.0,-74208.0,202.0,-19710.0,7120.0,4564.0,-15384.0,29408.0,59775.0,22110.0,-18780.0,3.0,4880.0,-498.0,-18110.0,-40652.0,-19180.0,1496.0
360,-63912.0,3.0,-3074.0,-124114.0,0.0,4564.0,26676.0,3648.0,-70468.0,323.0,-18780.0,7120.0,4336.0,-14910.0,25656.0,63881.0,22100.0,-18180.0,3.0,4836.0,-142.0,-17070.0,-38492.0,-18350.0,1492.0
361,-61028.0,3.0,-2744.0,-118755.0,0.2588,4336.0,26476.0,3702.0,-63912.0,422.0,-18180.0,7120.0,4290.0,-14730.0,26676.0,66176.0,22100.0,-17630.0,3.0,4716.0,202.0,-16020.0,-35885.0,-17620.0,1512.0
362,-59152.0,3.0,-2400.0,-112102.0,0.5,4290.0,26776.0,3608.0,-61028.0,324.0,-17630.0,7196.0,4868.0,-14640.0,26476.0,72184.0,22080.0,-17330.0,3.0,4550.0,323.0,-15384.0,-33852.0,-17310.0,1479.0
363,-59816.0,3.0,-2060.0,-108590.0,0.707,4868.0,26236.0,3620.0,-59152.0,307.0,-17330.0,7136.0,4508.0,-14820.0,26776.0,76933.0,22060.0,-17500.0,3.0,4384.0,422.0,-14910.0,-34683.0,-17620.0,1513.0
364,-60972.0,3.0,-2064.0,-104042.0,0.866,4508.0,26964.0,3508.0,-59816.0,40.0,-17500.0,7270.0,3704.0,-15176.0,26236.0,82729.0,22060.0,-18030.0,3.0,4120.0,324.0,-14730.0,-34939.0,-18190.0,1463.0
365,-65704.0,3.0,-2480.0,-104408.0,0.966,3704.0,25196.0,3680.0,-60972.0,-56.0,-18030.0,7830.0,3856.0,-15350.0,26964.0,86963.0,22050.0,-19120.0,3.0,3750.0,307.0,-14640.0,-35584.0,-19650.0,1414.0
366,-67936.0,3.0,-2468.0,-107223.0,1.0,3856.0,25784.0,3778.0,-65704.0,-256.0,-19120.0,10460.0,5470.0,-15490.0,25196.0,93091.0,22050.0,-20080.0,3.0,3552.0,40.0,-14820.0,-37564.0,-20600.0,1589.0
367,-61612.0,3.0,-2388.0,-109226.0,0.966,5470.0,40616.0,3764.0,-67936.0,-478.0,-20080.0,12950.0,8030.0,-15760.0,25784.0,105264.0,22050.0,-20320.0,3.0,3780.0,-56.0,-15176.0,-40362.0,-20130.0,2612.0
368,-58620.0,3.0,-2548.0,-111874.0,0.866,8030.0,51520.0,4130.0,-61612.0,-270.0,-20320.0,13890.0,10456.0,-15730.0,40616.0,118174.0,22050.0,-19780.0,3.0,4066.0,-256.0,-15350.0,-42536.0,-18530.0,4004.0
369,-61812.0,3.0,-2678.0,-110441.0,0.707,10456.0,51228.0,4708.0,-58620.0,161.0,-19780.0,15460.0,11060.0,-15630.0,51520.0,129859.0,22050.0,-19340.0,3.0,4110.0,-478.0,-15490.0,-43726.0,-17310.0,4970.0
370,-58400.0,3.0,-2784.0,-110025.0,0.5,11060.0,54160.0,5180.0,-61812.0,513.0,-19340.0,15800.0,11430.0,-15700.0,51228.0,139766.0,22060.0,-19000.0,3.0,4062.0,-270.0,-15760.0,-43734.0,-16770.0,5450.0
371,-60952.0,3.0,-2808.0,-95505.0,0.2588,11430.0,53448.0,5040.0,-58400.0,376.0,-19000.0,15384.0,11624.0,-15980.0,54160.0,155956.0,22060.0,-18600.0,3.0,3828.0,161.0,-15730.0,-43196.0,-16590.0,5308.0
372,-61036.0,3.0,-2944.0,-90659.0,0.0,11624.0,53612.0,4932.0,-60952.0,292.0,-18600.0,13400.0,11210.0,-16100.0,53448.0,156052.0,22060.0,-18850.0,3.0,3152.0,513.0,-15630.0,-41925.0,-17090.0,4424.0
373,-56232.0,3.0,-3680.0,-89976.0,-0.2588,11210.0,53672.0,5250.0,-61036.0,655.0,-18850.0,9416.0,8340.0,-15670.0,53612.0,153918.0,22060.0,-20020.0,3.0,2540.0,376.0,-15700.0,-42534.0,-19150.0,2794.0
374,-58888.0,3.0,-4316.0,-93405.0,-0.5,8340.0,48396.0,5372.0,-56232.0,580.0,-20020.0,7184.0,6000.0,-15180.0,53672.0,148593.0,22060.0,-21600.0,3.0,2842.0,292.0,-15980.0,-44381.0,-21540.0,1310.0
375,-69800.0,3.0,-4520.0,-101846.0,-0.707,6000.0,37564.0,5700.0,-58888.0,467.0,-21600.0,8480.0,7190.0,-14936.0,48396.0,147354.0,22060.0,-23230.0,3.0,2828.0,655.0,-16100.0,-47092.0,-23250.0,858.0
376,-78876.0,3.0,-4124.0,-109798.0,-0.866,7190.0,38260.0,5440.0,-69800.0,356.0,-23230.0,9370.0,8880.0,-14690.0,37564.0,152047.0,22080.0,-23820.0,3.0,2592.0,580.0,-15670.0,-50633.0,-23490.0,860.0
377,-82588.0,3.0,-3714.0,-104106.0,-0.966,8880.0,43500.0,5090.0,-78876.0,335.0,-23820.0,9010.0,9330.0,-14450.0,38260.0,157159.0,22080.0,-23630.0,3.0,2276.0,467.0,-15180.0,-49104.0,-23360.0,824.0
378,-89480.0,3.0,-3424.0,-96896.0,-1.0,9330.0,40504.0,4810.0,-82588.0,245.0,-23630.0,7452.0,8560.0,-13730.0,43500.0,155879.0,22080.0,-22990.0,3.0,2148.0,356.0,-14936.0,-48003.0,-23170.0,820.0
379,-90712.0,3.0,-3144.0,-80180.0,-0.966,8560.0,38296.0,5144.0,-89480.0,797.0,-22990.0,6696.0,7748.0,-12590.0,40504.0,157643.0,22100.0,-22220.0,3.0,1757.0,335.0,-14690.0,-44529.0,-22450.0,812.0
380,-89440.0,3.0,-2792.0,-70770.0,-0.866,7748.0,32632.0,5120.0,-90712.0,978.0,-22220.0,5720.0,7252.0,-12130.0,38296.0,164538.0,22100.0,-21250.0,3.0,1434.0,245.0,-14450.0,-42205.0,-21650.0,734.0
381,-83028.0,3.0,-2288.0,-64748.0,-0.707,7252.0,27984.0,5130.0,-89440.0,1241.0,-21250.0,5104.0,7390.0,-11096.0,32632.0,165433.0,22100.0,-20100.0,3.0,1369.0,797.0,-13730.0,-40353.0,-20770.0,698.0
382,-71756.0,3.0,-2792.0,-48104.0,-0.5,7390.0,29640.0,4908.0,-83028.0,1075.0,-20100.0,5268.0,7410.0,-10160.0,27984.0,171613.0,22080.0,-18960.0,3.0,1289.0,978.0,-12590.0,-38577.0,-19710.0,696.0
383,-69456.0,3.0,-3044.0,-33320.0,-0.2588,7410.0,25228.0,4896.0,-71756.0,1160.0,-18960.0,4564.0,6868.0,-9624.0,29640.0,177907.0,22080.0,-17950.0,3.0,1305.0,1241.0,-12130.0,-37483.0,-18780.0,682.0
384,-69092.0,3.0,-3044.0,-25386.0,0.0,6868.0,22080.0,4964.0,-69456.0,1262.0,-17950.0,4336.0,6350.0,-9490.0,25228.0,182810.0,22060.0,-17440.0,3.0,1347.0,1075.0,-11096.0,-35773.0,-18180.0,689.0
385,-67228.0,3.0,-2956.0,-19982.0,0.2588,6350.0,22992.0,5268.0,-69092.0,1556.0,-17440.0,4290.0,6724.0,-9620.0,22080.0,186197.0,22060.0,-16960.0,3.0,1415.0,1160.0,-10160.0,-34625.0,-17630.0,683.0
386,-65208.0,3.0,-3212.0,-19321.0,0.5,6724.0,25376.0,5070.0,-67228.0,1332.0,-16960.0,4868.0,6508.0,-10150.0,22992.0,189522.0,22050.0,-16850.0,3.0,1488.0,1262.0,-9624.0,-34129.0,-17330.0,727.0
387,-67584.0,3.0,-3628.0,-25315.0,0.707,6508.0,26460.0,4864.0,-65208.0,877.0,-16850.0,4508.0,5584.0,-11620.0,25376.0,191286.0,22050.0,-17580.0,3.0,1553.0,1556.0,-9490.0,-34784.0,-17500.0,763.0
388,-73520.0,3.0,-4124.0,-49858.0,0.866,5584.0,32960.0,5144.0,-67584.0,524.0,-17580.0,3704.0,6064.0,-14780.0,26460.0,185064.0,22050.0,-19800.0,3.0,1645.0,1332.0,-9620.0,-36043.0,-18030.0,767.0
389,-84656.0,3.0,-4444.0,-85941.0,0.966,6064.0,40724.0,5730.0,-73520.0,469.0,-19800.0,3856.0,8220.0,-16670.0,32960.0,181698.0,22050.0,-23170.0,3.0,1788.0,877.0,-10150.0,-41350.0,-19120.0,824.0
390,-92740.0,3.0,-4428.0,-110631.0,1.0,8220.0,42860.0,5840.0,-84656.0,479.0,-23170.0,5470.0,11160.0,-18080.0,40724.0,180621.0,22060.0,-24240.0,3.0,2232.0,524.0,-11620.0,-48297.0,-20080.0,1043.0
391,-90308.0,3.0,-4284.0,-119087.0,0.966,11160.0,48724.0,6068.0,-92740.0,642.0,-24240.0,8030.0,12930.0,-18480.0,42860.0,183266.0,22060.0,-24340.0,3.0,2718.0,469.0,-14780.0,-51852.0,-20320.0,1902.0
392,-87080.0,3.0,-4046.0,-120006.0,0.866,12930.0,53372.0,5910.0,-90308.0,459.0,-24340.0,10456.0,13760.0,-18190.0,48724.0,186834.0,22080.0,-24420.0,3.0,3132.0,479.0,-16670.0,-52641.0,-19780.0,2952.0
393,-83992.0,3.0,-3962.0,-117569.0,0.707,13760.0,55592.0,6036.0,-87080.0,598.0,-24420.0,11060.0,13850.0,-18190.0,53372.0,192307.0,22100.0,-24370.0,3.0,3544.0,642.0,-18080.0,-51321.0,-19340.0,3612.0
394,-81564.0,3.0,-3836.0,-113565.0,0.5,13850.0,56836.0,6040.0,-83992.0,707.0,-24370.0,11430.0,12880.0,-17970.0,55592.0,196048.0,22100.0,-24110.0,3.0,3792.0,459.0,-18480.0,-49891.0,-19000.0,3906.0
395,-79952.0,3.0,-3920.0,-114175.0,0.2588,12880.0,59360.0,5896.0,-81564.0,589.0,-24110.0,11624.0,13260.0,-17800.0,56836.0,194560.0,22110.0,-24400.0,3.0,3770.0,598.0,-18190.0,-49320.0,-18600.0,3778.0
396,-78384.0,3.0,-4020.0,-114099.0,0.0,13260.0,58552.0,5670.0,-79952.0,427.0,-24400.0,11210.0,11770.0,-17660.0,59360.0,190033.0,22130.0,-24590.0,3.0,3558.0,707.0,-18190.0,-48635.0,-18850.0,3202.0
397,-76200.0,3.0,-4310.0,-121305.0,-0.2588,11770.0,57712.0,5216.0,-78384.0,23.0,-24590.0,8340.0,9340.0,-17810.0,58552.0,179473.0,22140.0,-25040.0,3.0,3966.0,589.0,-17970.0,-48367.0,-20020.0,2172.0
398,-79908.0,3.0,-4320.0,-131361.0,-0.5,9340.0,53056.0,4280.0,-76200.0,-1093.0,-25040.0,6000.0,7696.0,-18600.0,57712.0,165107.0,22140.0,-25170.0,3.0,5000.0,427.0,-17800.0,-50921.0,-21600.0,1154.0
399,-89592.0,3.0,-4720.0,-135615.0,-0.707,7696.0,44388.0,3896.0,-79908.0,-1938.0,-25170.0,7190.0,9544.0,-18800.0,53056.0,160850.0,22160.0,-25630.0,3.0,5668.0,23.0,-17660.0,-55561.0,-23230.0,810.0
400,-97736.0,3.0,-4580.0,-149376.0,-0.866,9544.0,42596.0,3790.0,-89592.0,-1827.0,-25630.0,8880.0,10000.0,-18860.0,44388.0,156464.0,22180.0,-25380.0,3.0,5904.0,-1093.0,-17810.0,-59043.0,-23820.0,780.0
401,-97712.0,3.0,-3988.0,-159590.0,-0.966,10000.0,48836.0,3958.0,-97736.0,-1285.0,-25380.0,9330.0,9870.0,-19180.0,42596.0,143522.0,22190.0,-24860.0,3.0,6196.0,-1938.0,-18600.0,-57586.0,-23630.0,968.0
402,-99792.0,3.0,-3684.0,-161684.0,-1.0,9870.0,48464.0,3978.0,-97712.0,-847.0,-24860.0,8560.0,7160.0,-18770.0,48836.0,131501.0,22190.0,-24380.0,3.0,6376.0,-1827.0,-18800.0,-56035.0,-22990.0,1313.0
403,-98632.0,3.0,-3130.0,-158665.0,-0.966,7160.0,44820.0,3736.0,-99792.0,-851.0,-24380.0,7748.0,5444.0,-17920.0,48464.0,116303.0,22200.0,-23570.0,3.0,6644.0,-1285.0,-18860.0,-54468.0,-22220.0,1411.0
404,-94764.0,3.0,-3068.0,-151819.0,-0.866,5444.0,35816.0,3432.0,-98632.0,-893.0,-23570.0,7252.0,4988.0,-16590.0,44820.0,107000.0,22200.0,-22500.0,3.0,6460.0,-847.0,-19180.0,-52323.0,-21250.0,1324.0
405,-91912.0,3.0,-3288.0,-141695.0,-0.707,4988.0,25784.0,3252.0,-94764.0,-767.0,-22500.0,7390.0,4790.0,-15416.0,35816.0,103457.0,22200.0,-21630.0,3.0,6480.0,-851.0,-18770.0,-49109.0,-20100.0,1389.0
406,-87628.0,3.0,-3986.0,-128596.0,-0.5,4790.0,23668.0,3176.0,-91912.0,-655.0,-21630.0,7410.0,4670.0,-14420.0,25784.0,101665.0,22200.0,-20400.0,3.0,6612.0,-893.0,-17920.0,-46449.0,-18960.0,1429.0
407,-78216.0,3.0,-4412.0,-120854.0,-0.2588,4670.0,25816.0,2984.0,-87628.0,-751.0,-20400.0,6868.0,5064.0,-13736.0,23668.0,99964.0,22200.0,-19400.0,3.0,6650.0,-767.0,-16590.0,-44130.0,-17950.0,1442.0
408,-74644.0,3.0,-4880.0,-115098.0,0.0,5064.0,25096.0,2854.0,-78216.0,-826.0,-19400.0,6350.0,4904.0,-13416.0,25816.0,99479.0,22200.0,-18660.0,3.0,6596.0,-655.0,-15416.0,-42899.0,-17440.0,1429.0
409,-74072.0,3.0,-5024.0,-120464.0,0.2588,4904.0,23848.0,2894.0,-74644.0,-705.0,-18660.0,6724.0,5470.0,-13420.0,25096.0,88812.0,22190.0,-18270.0,3.0,6490.0,-751.0,-14420.0,-42596.0,-16960.0,1452.0
410,-73688.0,3.0,-5090.0,-126081.0,0.5,5470.0,23940.0,3064.0,-74072.0,-612.0,-18270.0,6508.0,5550.0,-14020.0,23848.0,85435.0,22190.0,-18160.0,3.0,6336.0,-826.0,-13736.0,-42503.0,-16850.0,1394.0
411,-76004.0,3.0,-5052.0,-135780.0,0.707,5550.0,24000.0,3060.0,-73688.0,-826.0,-18160.0,5584.0,4184.0,-15144.0,23940.0,83484.0,22190.0,-18910.0,3.0,6096.0,-705.0,-13416.0,-43747.0,-17580.0,1472.0
412,-85408.0,3.0,-5440.0,-158903.0,0.866,4184.0,26032.0,3096.0,-76004.0,-1425.0,-18910.0,6064.0,4584.0,-18350.0,24000.0,74067.0,22190.0,-20830.0,3.0,6124.0,-612.0,-13420.0,-46549.0,-19800.0,1488.0
413,-98776.0,3.0,-5864.0,-195031.0,0.966,4584.0,30916.0,3060.0,-85408.0,-1964.0,-20830.0,8220.0,6236.0,-20370.0,26032.0,68456.0,22190.0,-23820.0,3.0,6280.0,-826.0,-14020.0,-52175.0,-23170.0,1563.0
414,-104128.0,3.0,-6064.0,-216524.0,1.0,6236.0,35940.0,2984.0,-98776.0,-2188.0,-23820.0,11160.0,9710.0,-21230.0,30916.0,66018.0,22200.0,-24220.0,3.0,6224.0,-1425.0,-15144.0,-59399.0,-24240.0,1575.0
415,-99384.0,3.0,-5600.0,-219052.0,0.966,9710.0,44972.0,3168.0,-104128.0,-1992.0,-24220.0,12930.0,12080.0,-21460.0,35940.0,67273.0,22200.0,-22200.0,3.0,6430.0,-1964.0,-18350.0,-63523.0,-24340.0,2020.0
416,-92300.0,3.0,-5572.0,-220523.0,0.866,12080.0,53492.0,3340.0,-99384.0,-1898.0,-22200.0,13760.0,12000.0,-21150.0,44972.0,66506.0,22220.0,-19280.0,3.0,6776.0,-2188.0,-20370.0,-63415.0,-24420.0,2264.0
417,-88564.0,3.0,-5740.0,-215598.0,0.707,12000.0,55400.0,3630.0,-92300.0,-1568.0,-19280.0,13850.0,11910.0,-21600.0,53492.0,72887.0,22220.0,-17490.0,3.0,6990.0,-1992.0,-21230.0,-61295.0,-24370.0,2500.0
418,-86480.0,3.0,-5670.0,-208340.0,0.5,11910.0,56236.0,4078.0,-88564.0,-1051.0,-17490.0,12880.0,10750.0,-21950.0,55400.0,81411.0,22220.0,-17060.0,3.0,7230.0,-1898.0,-21460.0,-59176.0,-24110.0,2800.0
419,-85876.0,3.0,-4960.0,-209998.0,0.2588,10750.0,55648.0,4570.0,-86480.0,-534.0,-17060.0,13260.0,10040.0,-22200.0,56236.0,80387.0,22220.0,-17420.0,3.0,7460.0,-1568.0,-21150.0,-58018.0,-24400.0,2680.0
420,-84296.0,3.0,-4560.0,-209396.0,0.0,10040.0,54256.0,4576.0,-85876.0,-417.0,-17420.0,11770.0,9180.0,-22300.0,55648.0,78039.0,22240.0,-18510.0,3.0,7296.0,-1051.0,-21600.0,-57380.0,-24590.0,2254.0
421,-82152.0,3.0,-4400.0,-208202.0,-0.2588,9180.0,53084.0,4452.0,-84296.0,-451.0,-18510.0,9340.0,7480.0,-22560.0,54256.0,76286.0,22240.0,-21020.0,3.0,6896.0,-534.0,-21950.0,-57428.0,-25040.0,1771.0
422,-84560.0,3.0,-4470.0,-209984.0,-0.5,7480.0,49328.0,4460.0,-82152.0,-615.0,-21020.0,7696.0,7096.0,-22900.0,53084.0,71973.0,22240.0,-23650.0,3.0,6610.0,-417.0,-22200.0,-59096.0,-25170.0,1592.0
423,-92632.0,3.0,-5020.0,-213317.0,-0.707,7096.0,42056.0,4560.0,-84560.0,-959.0,-23650.0,9544.0,8084.0,-22980.0,49328.0,71282.0,22260.0,-25220.0,3.0,6636.0,-451.0,-22300.0,-62023.0,-25630.0,1445.0
424,-101624.0,3.0,-4940.0,-215219.0,-0.866,8084.0,39156.0,4410.0,-92632.0,-891.0,-25220.0,10000.0,9130.0,-22480.0,42056.0,79484.0,22270.0,-25630.0,3.0,6212.0,-615.0,-22560.0,-64806.0,-25380.0,1472.0
425,-103140.0,3.0,-4584.0,-217239.0,-0.966,9130.0,44524.0,4348.0,-101624.0,-595.0,-25630.0,9870.0,8456.0,-22350.0,39156.0,74332.0,22270.0,-25580.0,3.0,5840.0,-959.0,-22900.0,-62745.0,-24860.0,1713.0
426,-107452.0,3.0,-3862.0,-207343.0,-1.0,8456.0,41844.0,4480.0,-103140.0,-185.0,-25580.0,7160.0,6660.0,-21620.0,44524.0,74386.0,22290.0,-25120.0,3.0,5656.0,-891.0,-22980.0,-60257.0,-24380.0,1697.0
427,-106528.0,3.0,-3184.0,-192756.0,-0.966,6660.0,38072.0,4636.0,-107452.0,284.0,-25120.0,5444.0,5216.0,-20080.0,41844.0,74928.0,22300.0,-24400.0,3.0,5010.0,-595.0,-22480.0,-56742.0,-23570.0,1733.0
428,-98584.0,3.0,-2664.0,-175358.0,-0.866,5216.0,33444.0,4724.0,-106528.0,634.0,-24400.0,4988.0,4480.0,-18620.0,38072.0,82205.0,22300.0,-23280.0,3.0,4780.0,-185.0,-22350.0,-53543.0,-22500.0,1712.0
429,-90152.0,3.0,-1819.0,-159652.0,-0.707,4480.0,28396.0,4784.0,-98584.0,914.0,-23280.0,4790.0,4468.0,-17070.0,33444.0,86558.0,22300.0,-22600.0,3.0,4736.0,284.0,-21620.0,-50301.0,-21630.0,1731.0
430,-84692.0,3.0,-1461.0,-138689.0,-0.5,4468.0,26656.0,4656.0,-90152.0,821.0,-22600.0,4670.0,5370.0,-15990.0,28396.0,93560.0,22300.0,-21730.0,3.0,4732.0,634.0,-20080.0,-46862.0,-20400.0,1767.0
431,-81048.0,3.0,-1360.0,-118877.0,-0.2588,5370.0,22952.0,4396.0,-84692.0,586.0,-21730.0,5064.0,5730.0,-15150.0,26656.0,105028.0,22300.0,-20640.0,3.0,4852.0,914.0,-18620.0,-43968.0,-19400.0,1628.0
432,-79800.0,3.0,-1540.0,-110501.0,0.0,5730.0,19412.0,4264.0,-81048.0,535.0,-20640.0,4904.0,6336.0,-14570.0,22952.0,110536.0,22300.0,-19870.0,3.0,4804.0,821.0,-17070.0,-42105.0,-18660.0,1525.0
433,-77336.0,3.0,-1353.0,-108788.0,0.2588,6336.0,20204.0,4148.0,-79800.0,420.0,-19870.0,5470.0,6296.0,-14590.0,19412.0,109092.0,22300.0,-19340.0,3.0,4810.0,586.0,-15990.0,-40550.0,-18270.0,1345.0
434,-76724.0,3.0,-1527.0,-115429.0,0.5,6296.0,20536.0,4062.0,-77336.0,279.0,-19340.0,5550.0,6308.0,-15040.0,20204.0,103487.0,22290.0,-19280.0,3.0,4510.0,535.0,-15150.0,-40298.0,-18160.0,1333.0
